dfo_centroid_y,dfo_main_cause,dfo_centroid_x,slope_threshold,dfo_severity,threshold_b1b2,dfo_displaced,began,dfo_validation_type,dfo_country,dfo_dead,gfd_country_code,ended,threshold_type,threshold_b7,began_y,began_m,began_d,ended_y,ended_m,ended_d,path,range
2.169639,Heavy Rain,43.655301,5,2,0.7,50000,2013/5/1,News,Somalia,7,ET SO KE,2013/5/16,0,675,2013,5,1,2013,5,16,/Ethiopia/DFO_4055_From_20130501_to_20130516/DFO_4055_From_20130501_to_20130516.tif,"(36.31214957232136 9.863501819632347,36.31214957232136 -2.564690136161234,49.84751511579225 -2.564690136161234,49.84751511579225 9.863501819632347,36.31214957232136 9.863501819632347)"
-0.075707,Heavy rain,33.544103,5,2,0.7,168000,2002/4/26,News,Africa,160,CG ET SO OD KE UG TZ MZ MI ZA BY RW,2002/5/28,0,675,2002,4,26,2002,5,28,/Ethiopia/DFO_1917_From_20020426_to_20020528/DFO_1917_From_20020426_to_20020528.tif,"(17.710285826416367 9.517650435246331,17.710285826416367 -17.696811097154573,42.663238631046376 -17.696811097154573,42.663238631046376 9.517650435246331,17.710285826416367 9.517650435246331)"
12.519849,Torrential Rain,34.242915,5,1,0.7,4000,2016/6/30,News,Sudan,0,SU ET OD,2016/7/6,0,675,2016,6,30,2016,7,6,/Ethiopia/DFO_4369_From_20160630_to_20160706/DFO_4369_From_20160630_to_20160706.tif,"(29.410842402073136 16.01022415122017,29.410842402073136 7.709790925955792,39.808841815756594 7.709790925955792,39.808841815756594 16.01022415122017,29.410842402073136 16.01022415122017)"
5.371116,Heavy rain,44.63536,5,1,0.7,111000,2003/5/4,News,Ethiopia,106,ET SO,2003/5/20,0,675,2003,5,4,2003,5,20,/Ethiopia/DFO_2224_From_20030504_to_20030520/DFO_2224_From_20030504_to_20030520.tif,"(38.685947710607195 9.863501819632347,38.685947710607195 -0.2605114323946598,49.84751511579225 -0.2605114323946598,49.84751511579225 9.863501819632347,38.685947710607195 9.863501819632347)"
1.384461,Heavy rain,34.275807,5,1,0.7,1680,2006/8/12,News,Uganda,3,CG ET OD KE UG TZ BY RW,2006/8/21,0,675,2006,8,12,2006,8,21,/Ethiopia/DFO_2952_From_20060812_to_20060821/DFO_2952_From_20060812_to_20060821.tif,"(29.01109210063995 9.517650435246331,29.01109210063995 -4.031189837486352,38.414207337161045 -4.031189837486352,38.414207337161045 9.517650435246331,29.01109210063995 9.517650435246331)"
6.272302,Heavy rain,43.286087,5,2,0.7,260000,2005/4/23,News,Ethiopia,177,ER ET DJ UU SO KE,2005/6/14,0,675,2005,4,23,2005,6,14,/Ethiopia/DFO_2649_From_20050423_to_20050614/DFO_2649_From_20050423_to_20050614.tif,"(37.958312330470385 14.921016869225253,37.958312330470385 0.17292569219300802,51.29380272322468 0.17292569219300802,51.29380272322468 14.921016869225253,37.958312330470385 14.921016869225253)"
4.944556,Heavy Rain,44.896686,5,1.5,0.7,12200,2012/9/22,News,Somalia,6,ET SO,2012/10/3,0,675,2012,9,22,2012,10,3,/Ethiopia/DFO_3992_From_20120922_to_20121003/DFO_3992_From_20120922_to_20121003.tif,"(38.685947710607195 9.863501819632347,38.685947710607195 1.1902677514583662,48.98064086661691 1.1902677514583662,48.98064086661691 9.863501819632347,38.685947710607195 9.863501819632347)"
0.385821,Heavy Rain,36.116761,5,1.5,0.867,98000,2011/11/29,News,Kenya,24,ET SO OD KE UG,2011/12/22,1,540.82,2011,11,29,2011,12,22,/Ethiopia/DFO_3881_From_20111129_to_20111222/DFO_3881_From_20111129_to_20111222.tif,"(34.52450215692351 9.36942841336661,34.52450215692351 -0.918527378012211,42.663238631046376 -0.918527378012211,42.663238631046376 9.36942841336661,34.52450215692351 9.36942841336661)"
7.584802,Heavy seasonal rains,33.314626,5,1.5,0.7,18000,2008/8/20,News,Ethiopia,3,SU ET OD UG,2008/8/28,0,675,2008,8,20,2008,8,28,/Ethiopia/DFO_3367_From_20080820_to_20080828/DFO_3367_From_20080820_to_20080828.tif,"(29.410842402073136 15.801365847662384,29.410842402073136 3.4315643853365714,36.29642905484927 3.4315643853365714,36.29642905484927 15.801365847662384,29.410842402073136 15.801365847662384)"
14.996666,Heavy rain,34.427661,5,1,0.7,45000,2001/8/6,News,Sudan,5,SU EG ER ET OD UG,2001/9/13,0,675,2001,8,6,2001,9,13,/Ethiopia/DFO_1772_From_20010806_to_20010913/DFO_1772_From_20010806_to_20010913.tif,"(26.857381206963396 31.46349282628624,26.857381206963396 3.4315643853365714,39.808841815756594 3.4315643853365714,39.808841815756594 31.46349282628624,26.857381206963396 31.46349282628624)"
4,Heavy Rain,41.9,5,1,0.7,10000,2008/10/14,News,Kenya,3,ET SO KE,2008/10/16,0,675,2008,10,14,2008,10,16,/Ethiopia/DFO_3394_From_20081014_to_20081016/DFO_3394_From_20081014_to_20081016.tif,"(36.31214957232136 7.4358047642993395,36.31214957232136 -0.34360559617571695,44.017448921856555 -0.34360559617571695,44.017448921856555 7.4358047642993395,36.31214957232136 7.4358047642993395)"
2.570315,Torrential Rain,34.383649,5,1.5,0.7,15000,2011/11/9,News,Uganda,0,CG ET OD KE UG TZ BY RW,2011/12/20,0,675,2011,11,9,2011,12,20,/Ethiopia/DFO_3875_From_20111109_to_20111220/DFO_3875_From_20111109_to_20111220.tif,"(29.01109210063995 9.517650435246331,29.01109210063995 -4.031189837486352,38.414207337161045 -4.031189837486352,38.414207337161045 9.517650435246331,29.01109210063995 9.517650435246331)"
7.310603,Heavy rain,43.063067,5,1,0.7,4000,2002/4/16,News,Ethiopia,0,ET DJ SO KE,2002/4/21,0,675,2002,4,16,2002,4,21,/Ethiopia/DFO_1907_From_20020416_to_20020421/DFO_1907_From_20020416_to_20020421.tif,"(37.958312330470385 12.387767768008201,37.958312330470385 0.17292569219300624,48.980640866616916 0.17292569219300624,48.980640866616916 12.387767768008201,37.958312330470385 12.387767768008201)"
2.180851,Torrential Rain,40.167169,5,1.5,0.7,10000,2011/11/9,News,Kenya,4,ET SO KE,2011/11/15,0,675,2011,11,9,2011,11,15,/Ethiopia/DFO_3874_From_20111109_to_20111115/DFO_3874_From_20111109_to_20111115.tif,"(36.31214957232136 4.547721125855078,36.31214957232136 -0.34360559617571695,42.663238631046376 -0.34360559617571695,42.663238631046376 4.547721125855078,36.31214957232136 4.547721125855078)"
1.660439,Heavy Rain,33.667825,5,1.5,0.7,0,2011/8/20,News,Uganda,31,CG ET OD KE UG TZ BY RW,2011/9/8,0,675,2011,8,20,2011,9,8,/Ethiopia/DFO_3863_From_20110820_to_20110908/DFO_3863_From_20110820_to_20110908.tif,"(29.01109210063995 9.517650435246331,29.01109210063995 -4.031189837486352,38.414207337161045 -4.031189837486352,38.414207337161045 9.517650435246331,29.01109210063995 9.517650435246331)"
2.656467,Heavy Rain,32.726004,5,1,0.7,15000,2012/8/20,News,Uganda,0,CG ET OD KE UG TZ BY RW,2012/9/7,0,675,2012,8,20,2012,9,7,/Kenya/DFO_3980_From_20120820_to_20120907/DFO_3980_From_20120820_to_20120907.tif,"(29.01109210063995 9.571549352293502,29.01109210063995 -4.0311898374863535,36.29642905484927 -4.0311898374863535,36.29642905484927 9.571549352293502,29.01109210063995 9.571549352293502)"
-2.036427,Heavy Rain,39.51328,5,1.5,0.7,100000,2015/12/1,News,Kenya,112,SO KE TZ,2016/1/6,0,675,2015,12,1,2016,1,6,/Kenya/DFO_4317_From_20151201_to_20160106/DFO_4317_From_20151201_to_20160106.tif,"(35.61595522712873 0.48958182984513926,35.61595522712873 -7.918649229513582,42.62955180789189 -7.918649229513582,42.62955180789189 0.48958182984513926,35.61595522712873 0.48958182984513926)"
2.826905,Heavy rain,37.67228,5,1,0.7,10000,2008/3/20,News,Kenya,2,ET SO KE,2008/4/2,0,675,2008,3,20,2008,4,2,/Kenya/DFO_3287_From_20080320_to_20080402/DFO_3287_From_20080320_to_20080402.tif,"(36.31214957232136 5.026074014648723,36.31214957232136 -0.34360559617571695,42.663238631046376 -0.34360559617571695,42.663238631046376 5.026074014648723,36.31214957232136 5.026074014648723)"
0.82945,Heavy Rain,43.05953,5,1,0.7,500,2008/11/16,News,Ethiopia,11,ET SO KE,2008/11/20,0,675,2008,11,16,2008,11,20,/Kenya/DFO_3404_From_20081116_to_20081120/DFO_3404_From_20081116_to_20081120.tif,"(38.032423341410244 8.217339061483322,38.032423341410244 -0.26051143239466157,49.84751511579225 -0.26051143239466157,49.84751511579225 8.217339061483322,38.032423341410244 8.217339061483322)"
-4.014862,Torrential Rain,29.640624,5,1,0.7,2576,2018/4/28,FloodList,Burundi,0,CG OD KE UG TZ ZA BY RW,2018/5/1,0,675,2018,4,28,2018,5,1,/Kenya/DFO_4602_From_20180428_to_20180501/DFO_4602_From_20180428_to_20180501.tif,"(26.915771700431165 9.517650435246331,26.915771700431165 -9.701805068490831,35.8719750831028 -9.701805068490831,35.8719750831028 9.517650435246331,26.915771700431165 9.517650435246331)"
0.88127,Heavy rain,34.275893,5,1.5,0.7,520000,2007/8/15,News,Uganda,52,CG ET OD KE UG TZ BY RW,2007/10/31,0,675,2007,8,15,2007,10,31,/Kenya/DFO_3170_From_20070815_to_20071031/DFO_3170_From_20070815_to_20071031.tif,"(29.01109210063995 9.571549352293502,29.01109210063995 -4.0311898374863535,38.414207337161045 -4.0311898374863535,38.414207337161045 9.571549352293502,29.01109210063995 9.571549352293502)"
-1.783994,Torrential Rain,30.011777,5,1.5,0.7,360,2018/4/23,FloodList,Rwanda,18,CG OD KE UG TZ ZA BY RW,2018/4/25,0,675,2018,4,23,2018,4,25,/Kenya/DFO_4603_From_20180423_to_20180425/DFO_4603_From_20180423_to_20180425.tif,"(26.915771700431165 9.517650435246331,26.915771700431165 -9.701805068490831,35.8719750831028 -9.701805068490831,35.8719750831028 9.517650435246331,26.915771700431165 9.517650435246331)"
6.941732,Heavy Rain,32.906766,5,1,0.7,3000,2014/9/21,News,South Sudan,7,SU ET OD KE UG,2014/10/11,0,675,2014,9,21,2014,10,11,/Kenya/DFO_4186_From_20140921_to_20141011/DFO_4186_From_20140921_to_20141011.tif,"(29.410842402073136 15.801365847662384,29.410842402073136 2.755582134036631,36.29642905484927 2.755582134036631,36.29642905484927 15.801365847662384,29.410842402073136 15.801365847662384)"
-6.917042,Heavy Rain,39.037723,5,2,0.7,0,2011/12/20,News,Tanzania,13,KE TZ,2011/12/22,0,675,2011,12,20,2011,12,22,/Kenya/DFO_3886_From_20111220_to_20111222/DFO_3886_From_20111220_to_20111222.tif,"(35.61595522712873 -0.8399247906517526,35.61595522712873 -7.918649229513583,40.51851089021102 -7.918649229513583,40.51851089021102 -0.8399247906517526,35.61595522712873 -0.8399247906517526)"
0.058024,Heavy Rain,36.51717,5,1,0.7,400,2013/1/13,News,Kenya,20,CG ET SO OD KE UG TZ BY RW,2013/1/17,0,675,2013,1,13,2013,1,17,/Kenya/DFO_4022_From_20130113_to_20130117/DFO_4022_From_20130113_to_20130117.tif,"(29.01109210063995 9.517650435246331,29.01109210063995 -7.9186492295135835,42.663238631046376 -7.9186492295135835,42.663238631046376 9.517650435246331,29.01109210063995 9.517650435246331)"
9.569418,Heavy Rain,29.585968,5,1,0.7,3000,2012/9/7,News,South Sudan,15,CT CG SU ET OD UU KE UG TZ BY RW,2012/10/3,0,675,2012,9,7,2012,10,3,/Kenya/DFO_3991_From_20120907_to_20121003/DFO_3991_From_20120907_to_20121003.tif,"(23.443783127309214 15.801365847662384,23.443783127309214 -4.0311898374863535,36.29642905484927 -4.0311898374863535,36.29642905484927 15.801365847662384,23.443783127309214 15.801365847662384)"
-2.153931,Heavy rain,40.249179,5,1,0.7,6000,2007/11/21,News,Kenya,0,SO KE TZ,2007/12/16,0,675,2007,11,21,2007,12,16,/Kenya/DFO_3235_From_20071121_to_20071216/DFO_3235_From_20071121_to_20071216.tif,"(35.61595522712873 0.48958182984513926,35.61595522712873 -7.918649229513582,42.62955180789189 -7.918649229513582,42.62955180789189 0.48958182984513926,35.61595522712873 0.48958182984513926)"
1.366374,Heavy Rain,35.829521,5,1,0.7,3000,2012/8/15,News,Kenya,0,CG ET OD KE UG TZ BY RW,2012/9/7,0,675,2012,8,15,2012,9,7,/Kenya/DFO_3981_From_20120815_to_20120907/DFO_3981_From_20120815_to_20120907.tif,"(29.01109210063995 9.517650435246331,29.01109210063995 -4.031189837486352,38.414207337161045 -4.031189837486352,38.414207337161045 9.517650435246331,29.01109210063995 9.517650435246331)"
12.907167,Heavy rain,33.771445,5,1,0.7,200000,2007/7/3,News,Sudan,150,CT CG CD SU LY EG ER ET OD UU KE UG TZ BY RW,2007/10/8,0,675,2007,7,3,2007,10,8,/Kenya/DFO_3123_From_20070703_to_20071008/DFO_3123_From_20070703_to_20071008.tif,"(21.85376507441766 31.46349282628624,21.85376507441766 -1.8819705202303965,40.65101239461865 -1.8819705202303965,40.65101239461865 31.46349282628624,21.85376507441766 31.46349282628624)"
-7.664354,Heavy Rain,38.944179,5,1,0.7,22000,2014/5/10,News,Tanzania,0,KE TZ MZ,2014/5/16,0,675,2014,5,10,2014,5,16,/Kenya/DFO_4140_From_20140510_to_20140516/DFO_4140_From_20140510_to_20140516.tif,"(33.51614325049935 -0.8399247906517526,33.51614325049935 -10.856140208584417,40.51851089021102 -10.856140208584417,40.51851089021102 -0.8399247906517526,33.51614325049935 -0.8399247906517526)"
8.331411,Heavy rain,34.499977,5,1,0.7,42000,2007/7/29,News,Ethiopia,17,SU EG ER ET DJ UU SO OD KE UG,2007/10/5,0,675,2007,7,29,2007,10,5,/Kenya/DFO_3146_From_20070729_to_20071005/DFO_3146_From_20070729_to_20071005.tif,"(29.410842402073136 30.138477782209947,29.410842402073136 0.049407340626572704,51.29380272322468 0.049407340626572704,51.29380272322468 30.138477782209947,29.410842402073136 30.138477782209947)"
2.169639,Heavy Rain,43.655301,5,2,0.7,50000,2013/5/1,News,Somalia,7,ET SO KE,2013/5/16,0,675,2013,5,1,2013,5,16,/Kenya/DFO_4055_From_20130501_to_20130516/DFO_4055_From_20130501_to_20130516.tif,"(36.31214957232136 9.863501819632347,36.31214957232136 -2.564690136161234,49.84751511579225 -2.564690136161234,49.84751511579225 9.863501819632347,36.31214957232136 9.863501819632347)"
-0.075707,Heavy rain,33.544103,5,2,0.7,168000,2002/4/26,News,Africa,160,CG ET SO OD KE UG TZ MZ MI ZA BY RW,2002/5/28,0,675,2002,4,26,2002,5,28,/Kenya/DFO_1917_From_20020426_to_20020528/DFO_1917_From_20020426_to_20020528.tif,"(17.710285826416367 9.517650435246331,17.710285826416367 -17.696811097154573,42.663238631046376 -17.696811097154573,42.663238631046376 9.517650435246331,17.710285826416367 9.517650435246331)"
7.737242,Heavy Rain,28.824089,5,1,0.7,3300,2013/10/8,News,South Sudan,0,CT CG SU OD UU KE UG TZ BY RW,2013/10/14,0,675,2013,10,8,2013,10,14,/Kenya/DFO_4094_From_20131008_to_20131014/DFO_4094_From_20131008_to_20131014.tif,"(23.443783127309214 15.33873347634083,23.443783127309214 -4.0311898374863535,35.8719750831028 -4.0311898374863535,35.8719750831028 15.33873347634083,23.443783127309214 15.33873347634083)"
-4.761681,Heavy Rain,35.504833,5,1,0.7,400,2016/1/14,News,Tanzania,1,CG OD KE UG TZ BY RW,2016/1/29,0,675,2016,1,14,2016,1,29,/Kenya/DFO_4324_From_20160114_to_20160129/DFO_4324_From_20160114_to_20160129.tif,"(29.01109210063995 9.517650435246331,29.01109210063995 -10.764062891962165,40.51851089021102 -10.764062891962165,40.51851089021102 9.517650435246331,29.01109210063995 9.517650435246331)"
1.384461,Heavy rain,34.275807,5,1,0.7,1680,2006/8/12,News,Uganda,3,CG ET OD KE UG TZ BY RW,2006/8/21,0,675,2006,8,12,2006,8,21,/Kenya/DFO_2952_From_20060812_to_20060821/DFO_2952_From_20060812_to_20060821.tif,"(29.01109210063995 9.517650435246331,29.01109210063995 -4.031189837486352,38.414207337161045 -4.031189837486352,38.414207337161045 9.517650435246331,29.01109210063995 9.517650435246331)"
6.272302,Heavy rain,43.286087,5,2,0.7,260000,2005/4/23,News,Ethiopia,177,ER ET DJ UU SO KE,2005/6/14,0,675,2005,4,23,2005,6,14,/Kenya/DFO_2649_From_20050423_to_20050614/DFO_2649_From_20050423_to_20050614.tif,"(37.958312330470385 14.921016869225253,37.958312330470385 0.17292569219300802,51.29380272322468 0.17292569219300802,51.29380272322468 14.921016869225253,37.958312330470385 14.921016869225253)"
0.385821,Heavy Rain,36.116761,5,1.5,0.867,98000,2011/11/29,News,Kenya,24,ET SO OD KE UG,2011/12/22,1,540.82,2011,11,29,2011,12,22,/Kenya/DFO_3881_From_20111129_to_20111222/DFO_3881_From_20111129_to_20111222.tif,"(34.52450215692351 9.36942841336661,34.52450215692351 -0.918527378012211,42.663238631046376 -0.918527378012211,42.663238631046376 9.36942841336661,34.52450215692351 9.36942841336661)"
-2.878787,Heavy Rain,37.880209,5,1,0.7,6000,2017/5/8,News,Kenya,13,KE TZ,2017/5/15,0,675,2017,5,8,2017,5,15,/Kenya/DFO_4472_From_20170508_to_20170515/DFO_4472_From_20170508_to_20170515.tif,"(34.77378464826668 0.48958182984513926,34.77378464826668 -7.918649229513582,40.56791823083759 -7.918649229513582,40.56791823083759 0.48958182984513926,34.77378464826668 0.48958182984513926)"
-6.894272,Heavy Rain,35.999703,5,1.5,0.7,14000,2016/4/22,Flood List,Tanzania,5,KE TZ,2016/5/30,0,675,2016,4,22,2016,5,30,/Kenya/DFO_4357_From_20160422_to_20160530/DFO_4357_From_20160422_to_20160530.tif,"(32.599861660697435 -0.8399247906517526,32.599861660697435 -10.764062891962165,40.51851089021102 -10.764062891962165,40.51851089021102 -0.8399247906517526,32.599861660697435 -0.8399247906517526)"
-3.59393,Heavy rain,39.762126,5,1,0.7,8500,2007/5/15,News,Kenya,5,SO KE TZ,2007/6/14,0,675,2007,5,15,2007,6,14,/Kenya/DFO_3078_From_20070515_to_20070614/DFO_3078_From_20070515_to_20070614.tif,"(35.61595522712873 0.48958182984513926,35.61595522712873 -7.918649229513582,42.62955180789189 -7.918649229513582,42.62955180789189 0.48958182984513926,35.61595522712873 0.48958182984513926)"
4,Heavy Rain,41.9,5,1,0.7,10000,2008/10/14,News,Kenya,3,ET SO KE,2008/10/16,0,675,2008,10,14,2008,10,16,/Kenya/DFO_3394_From_20081014_to_20081016/DFO_3394_From_20081014_to_20081016.tif,"(36.31214957232136 7.4358047642993395,36.31214957232136 -0.34360559617571695,44.017448921856555 -0.34360559617571695,44.017448921856555 7.4358047642993395,36.31214957232136 7.4358047642993395)"
2.570315,Torrential Rain,34.383649,5,1.5,0.7,15000,2011/11/9,News,Uganda,0,CG ET OD KE UG TZ BY RW,2011/12/20,0,675,2011,11,9,2011,12,20,/Kenya/DFO_3875_From_20111109_to_20111220/DFO_3875_From_20111109_to_20111220.tif,"(29.01109210063995 9.517650435246331,29.01109210063995 -4.031189837486352,38.414207337161045 -4.031189837486352,38.414207337161045 9.517650435246331,29.01109210063995 9.517650435246331)"
-7.193015,Torrential Rain,38.968923,5,1.5,0.7,0,2014/4/18,News,Tanzania,41,KE TZ MZ,2014/5/1,0,675,2014,4,18,2014,5,1,/Kenya/DFO_4137_From_20140418_to_20140501/DFO_4137_From_20140418_to_20140501.tif,"(33.51614325049935 -0.8399247906517526,33.51614325049935 -10.856140208584417,40.51851089021102 -10.856140208584417,40.51851089021102 -0.8399247906517526,33.51614325049935 -0.8399247906517526)"
2.180851,Torrential Rain,40.167169,5,1.5,0.7,10000,2011/11/9,News,Kenya,4,ET SO KE,2011/11/15,0,675,2011,11,9,2011,11,15,/Kenya/DFO_3874_From_20111109_to_20111115/DFO_3874_From_20111109_to_20111115.tif,"(36.31214957232136 4.547721125855078,36.31214957232136 -0.34360559617571695,42.663238631046376 -0.34360559617571695,42.663238631046376 4.547721125855078,36.31214957232136 4.547721125855078)"
4.134278,Heavy Rain,45.253771,5,1.5,0.7,21000,2014/10/24,News,Somalia,0,ET SO KE,2014/11/16,0,675,2014,10,24,2014,11,16,/Kenya/DFO_4201_From_20141024_to_20141116/DFO_4201_From_20141024_to_20141116.tif,"(38.032423341410244 9.863501819632347,38.032423341410244 0.17292569219300802,48.98064086661691 0.17292569219300802,48.98064086661691 9.863501819632347,38.032423341410244 9.863501819632347)"
-2.441234,Heavy Rain,36.214118,5,1,0.7,50,2012/4/9,News,Kenya,0,CG OD KE UG TZ BY RW,2012/4/26,0,675,2012,4,9,2012,4,26,/Kenya/DFO_3917_From_20120409_to_20120426/DFO_3917_From_20120409_to_20120426.tif,"(29.01109210063995 9.517650435246331,29.01109210063995 -7.9186492295135835,40.56791823083759 -7.9186492295135835,40.56791823083759 9.517650435246331,29.01109210063995 9.517650435246331)"
1.660439,Heavy Rain,33.667825,5,1.5,0.7,0,2011/8/20,News,Uganda,31,CG ET OD KE UG TZ BY RW,2011/9/8,0,675,2011,8,20,2011,9,8,/Kenya/DFO_3863_From_20110820_to_20110908/DFO_3863_From_20110820_to_20110908.tif,"(29.01109210063995 9.517650435246331,29.01109210063995 -4.031189837486352,38.414207337161045 -4.031189837486352,38.414207337161045 9.517650435246331,29.01109210063995 9.517650435246331)"
14.421787,Heavy rain,-1.02134,5,1,0.7,70000,2006/8/3,News,Burkina Faso,4,MR AG ML UV TO GH IV GV SL BN NI CM CD NG LY UU,2006/10/11,0,675,2006,8,3,2006,10,11,/Nigeria/DFO_2947_From_20060803_to_20061011/DFO_2947_From_20060803_to_20061011.tif,"(-11.588267165141827 25.413339387741264,-11.588267165141827 5.185524977579938,21.75719618137481 5.185524977579938,21.75719618137481 25.413339387741264,-11.588267165141827 25.413339387741264)"
12.394812,Heavy rain,4.735272,5,1,0.7,10000,2003/8/5,News,Nigeria,7,MR AG ML UV BN NI NG,2003/10/12,0,675,2003,8,5,2003,10,12,/Nigeria/DFO_2311_From_20030805_to_20031012/DFO_2311_From_20030805_to_20031012.tif,"(-7.1303775676987025 23.951331262836742,-7.1303775676987025 7.709790925955794,9.439047847885874 7.709790925955794,9.439047847885874 23.951331262836742,-7.1303775676987025 23.951331262836742)"
10.665559,Heavy rain,10.905259,5,1,1.211,7,2005/8/7,News,Nigeria,3,NI CM CD NG,2005/9/16,1,790.75,2005,8,7,2005,9,16,/Nigeria/DFO_2721_From_20050807_to_20050916/DFO_2721_From_20050807_to_20050916.tif,"(6.753085148368503 16.205607725516167,6.753085148368503 5.7851504297297165,15.85975634113015 5.7851504297297165,15.85975634113015 16.205607725516167,6.753085148368503 16.205607725516167)"
5.543563,Heavy Rain,6.509699,5,1,0.7,5000,2009/10/20,0,Nigeria,0,TO GH BN NI CM,2009/10/26,0,675,2009,10,20,2009,10,26,/Nigeria/DFO_3555_From_20091020_to_20091026/DFO_3555_From_20091020_to_20091026.tif,"(0.5906422993085854 10.195878474756569,0.5906422993085854 4.269243387778025,10.106046946344618 4.269243387778025,10.106046946344618 10.195878474756569,0.5906422993085854 10.195878474756569)"
9.288888,Torrential rain,15.454963,5,1,0.7,0,2008/8/2,News,Chad,0,NI CM CT CD SU OD,2008/8/8,0,675,2008,8,2,2008,8,8,/Nigeria/DFO_3348_From_20080802_to_20080808/DFO_3348_From_20080802_to_20080808.tif,"(6.753085148368503 14.43817240401101,6.753085148368503 3.480971725963146,24.267987400488874 3.480971725963146,24.267987400488874 14.43817240401101,6.753085148368503 14.43817240401101)"
10.996461,Heavy rain,20.249655,5,1,0.7,0,2003/8/3,News,Chad,0,NI CM CT CD NG SU OD,2003/11/2,0,675,2003,8,3,2003,11,2,/Nigeria/DFO_2303_From_20030803_to_20031102/DFO_2303_From_20030803_to_20031102.tif,"(6.753085148368503 21.00934870734531,6.753085148368503 5.306797540936074,24.438667304471583 5.306797540936074,24.438667304471583 21.00934870734531,6.753085148368503 21.00934870734531)"
16.454005,Heavy Rain,2.936762,5,1,0.7,300000,2009/8/10,0,Mauritania,12,WI MR MO AG ML UV TO GH IV GV SG GA PU SL LI BN NI CM CD NG SU LY UU,2009/9/2,0,675,2009,8,10,2009,9,2,/Nigeria/DFO_3534_From_20090810_to_20090902/DFO_3534_From_20090810_to_20090902.tif,"(-17.546343287064555 31.63866430668955,-17.546343287064555 4.2827181170398205,15.799120059452083 4.2827181170398205,15.799120059452083 31.63866430668955,-17.546343287064555 31.63866430668955)"
9.326659,Torrential Rain,16.260548,5,1,1.007,40000,2001/8/19,News,Chad,100,NI CM CT CD SU OD,2001/10/11,1,952.89,2001,8,19,2001,10,11,/Nigeria/DFO_1778_From_20010819_to_20011011/DFO_1778_From_20010819_to_20011011.tif,"(6.753085148368503 15.05576416184318,6.753085148368503 5.306797540936072,24.438667304471583 5.306797540936072,24.438667304471583 15.05576416184318,6.753085148368503 15.05576416184318)"
6.148203,Heavy rain,1.223784,5,2,0.852,300,2004/10/7,News,Togo,0,TO GH BN NI,2004/11/4,1,631.55,2004,10,7,2004,11,4,/Nigeria/DFO_2576_From_20041007_to_20041104/DFO_2576_From_20041007_to_20041104.tif,"(0.5906422993085854 10.195878474756569,0.5906422993085854 4.282718117039818,6.681219925638942 4.282718117039818,6.681219925638942 10.195878474756569,0.5906422993085854 10.195878474756569)"
11.384999,Heavy Rain,14.625001,5,1.5,0.7,70000,2010/8/15,News,Chad,24,NI CM CF CT CG CD SU OD UG,2010/9/17,0,675,2010,8,15,2010,9,17,/Nigeria/DFO_3714_From_20100815_to_20100917/DFO_3714_From_20100815_to_20100917.tif,"(6.753085148368503 15.05576416184318,6.753085148368503 -0.5771675700467931,30.94246996149692 -0.5771675700467931,30.94246996149692 15.05576416184318,6.753085148368503 15.05576416184318)"
9.301664,Heavy Rain,12.10885,5,1.5,0.7,20000,2012/8/25,News,Nigeria,127,NI CM CD,2012/9/26,0,675,2012,8,25,2012,9,26,/Nigeria/DFO_3976_From_20120825_to_20120926/DFO_3976_From_20120825_to_20120926.tif,"(6.753085148368503 13.488203991054617,6.753085148368503 5.785150429729719,15.85975634113015 5.785150429729719,15.85975634113015 13.488203991054617,6.753085148368503 13.488203991054617)"
9.859668,Heavy Rain,12.807442,5,1,0.724,300,2012/2/20,News,Nigeria,5,NI CM CD,2012/2/27,1,1479.28,2012,2,20,2012,2,27,/Nigeria/DFO_3901_From_20120220_to_20120227/DFO_3901_From_20120220_to_20120227.tif,"(6.753085148368503 13.488203991054617,6.753085148368503 5.785150429729719,15.85975634113015 5.785150429729719,15.85975634113015 13.488203991054617,6.753085148368503 13.488203991054617)"
16.327289,Heavy Rain,6.40648,5,1,0.7,10000,2014/8/13,News,Niger,12,MR AG ML UV BN NI CM CD NG,2014/8/19,0,675,2014,8,13,2014,8,19,/Nigeria/DFO_4175_From_20140813_to_20140819/DFO_4175_From_20140813_to_20140819.tif,"(-7.1303775676987025 23.951331262836742,-7.1303775676987025 9.845535513949955,15.280342982873062 9.845535513949955,15.280342982873062 23.951331262836742,-7.1303775676987025 23.951331262836742)"
9.952668,Heavy Rain,11.528384,5,1.5,0.7,2000,2015/8/30,News,Nigeria,30,NI CM CD NG,2015/9/11,0,675,2015,8,30,2015,9,11,/Nigeria/DFO_4294_From_20150830_to_20150911/DFO_4294_From_20150830_to_20150911.tif,"(6.753085148368503 16.205607725516167,6.753085148368503 5.7851504297297165,15.85975634113015 5.7851504297297165,15.85975634113015 16.205607725516167,6.753085148368503 16.205607725516167)"
8.877517,Heavy rain,11.923531,5,1,0.7,1000,2003/9/22,News,Nigeria,28,NI CM CD,2003/10/10,0,675,2003,9,22,2003,10,10,/Nigeria/DFO_2361_From_20030922_to_20031010/DFO_2361_From_20030922_to_20031010.tif,"(6.753085148368503 13.488203991054617,6.753085148368503 5.785150429729719,15.85975634113015 5.785150429729719,15.85975634113015 13.488203991054617,6.753085148368503 13.488203991054617)"
